gene,tag,target_id,LB0R1,LB0R2,LB0R3,LB1R1,LB1R2,LB1R3,M9LQR1,M9LQR2,M9LQR3,M9SFR1,M9SFR2,M9SFR3
N/A,ACIAD2997,lcl|CR543861.1_cds_CAG69706.1_2705,303.66,233.766,241.904,243.588,290.45,249.482,32.5055,48.5407,29.3787,182.652,212.898,162.989
N/A,ACIAD2999,lcl|CR543861.1_cds_CAG69707.1_2706,64.061,59.7573,40.6899,45.8495,71.62,37.3259,67.287,61.0185,94.1906,58.2163,77.9538,48.3022
N/A,ACIAD3000,lcl|CR543861.1_cds_CAG69708.1_2707,52.4951,76.788,50.3665,59.861,62.871,63.4722,116.325,116.677,119.571,64.768,82.4107,70.1776
N/A,ACIAD3001,lcl|CR543861.1_cds_CAG69709.1_2708,63.0937,65.7182,52.5458,71.4787,78.1225,65.091,20.8961,37.0161,41.9583,45.456,43.4455,50.4271
N/A,ACIAD3002,lcl|CR543861.1_cds_CAG69710.1_2709,153.077,149.431,140.581,112.217,153.167,199.28,44.3962,72.4655,67.7733,194.696,164.714,190.341
hflX,ACIAD3005,lcl|CR543861.1_cds_CAG69711.1_2710,76.3984,74.3439,110.741,84.2179,80.0792,109.581,41.7961,47.5534,43.9262,81.2152,90.319,87.8649
N/A,ACIAD3006,lcl|CR543861.1_cds_CAG69712.1_2711,114.693,73.6319,91.9696,97.3835,85.8855,80.9173,75.3656,75.3145,66.4854,234.756,181.221,245.86
N/A,ACIAD3007,lcl|CR543861.1_cds_CAG69713.1_2712,134.101,116.592,97.852,127.297,96.4055,76.1204,61.6458,63.9003,48.8889,111.678,112.546,103.108
apaH,ACIAD3008,lcl|CR543861.1_cds_CAG69714.1_2713,292.087,228.741,221.015,193.721,253.357,227.0,47.1576,49.0878,61.6833,88.6042,95.0069,92.8454
ksgA,ACIAD3009,lcl|CR543861.1_cds_CAG69715.1_2714,190.286,159.878,217.893,261.055,176.59,183.554,66.5765,73.5348,93.6008,97.5905,133.036,99.2111
pdxA,ACIAD3010,lcl|CR543861.1_cds_CAG69716.1_2715,141.755,129.44,165.023,202.422,159.535,142.925,402.398,383.338,420.004,124.167,154.63,113.106
rplM,ACIAD3012,lcl|CR543861.1_cds_CAG69717.1_2716,653.618,632.692,816.683,1768.17,576.093,619.091,102.63,104.713,111.977,241.218,161.121,296.547
rpsI,ACIAD3013,lcl|CR543861.1_cds_CAG69718.1_2717,2287.15,1856.77,2321.23,2624.2,2507.83,2171.25,120.949,182.167,155.61,439.336,280.461,469.992
sspA,ACIAD3014,lcl|CR543861.1_cds_CAG69719.1_2718,37.929,34.9428,35.2109,46.9664,50.736,43.5814,40.221,27.5913,47.0571,41.0494,43.1685,46.0032
sspB,ACIAD3015,lcl|CR543861.1_cds_CAG69720.1_2719,186.968,199.186,216.45,182.983,168.427,218.24,100.437,165.923,174.002,217.335,212.124,183.015
N/A,ACIAD3016,lcl|CR543861.1_cds_CAG69721.1_2720,214.021,183.092,231.65,198.496,177.442,267.734,93.6103,98.513,59.3651,233.128,229.717,221.007
N/A,ACIAD3018,lcl|CR543861.1_cds_CAG69722.1_2721,210.477,171.348,184.695,209.193,169.321,214.716,133.821,147.14,197.132,224.621,270.223,231.627
N/A,ACIAD3019,lcl|CR543861.1_cds_CAG69723.1_2722,158.732,216.273,161.272,207.857,160.407,129.041,137.017,141.23,164.923,111.722,125.637,122.93
N/A,ACIAD3020,lcl|CR543861.1_cds_CAG69724.1_2723,147.374,219.622,157.007,213.285,155.752,210.228,351.682,358.884,345.221,189.195,180.75,220.356
N/A,ACIAD3021,lcl|CR543861.1_cds_CAG69725.1_2724,470.545,706.623,597.3,320.536,571.256,744.19,236.522,198.135,259.408,392.837,334.355,466.001
N/A,ACIAD3022,lcl|CR543861.1_cds_CAG69726.1_2725,45.9621,50.0663,30.5533,43.5065,43.005,20.2616,0.0,0.0,5.87356,29.5537,26.103,27.0877
ohr,ACIAD3023,lcl|CR543861.1_cds_CAG69727.1_2726,219.729,211.234,320.794,192.986,191.642,313.502,131.132,118.378,97.7281,355.04,307.208,369.957
xcpR,ACIAD3024,lcl|CR543861.1_cds_CAG69728.1_2727,87.475,83.5035,80.2754,69.3981,70.0867,83.2879,43.9497,62.4893,50.8182,106.854,105.476,104.478
N/A,ACIAD3025,lcl|CR543861.1_cds_CAG69729.1_2728,91.4223,79.3157,113.272,117.84,83.3583,131.288,153.11,201.078,225.658,101.24,120.634,86.0274
N/A,ACIAD3026,lcl|CR543861.1_cds_CAG69730.1_2729,42.4297,44.1836,55.8494,80.8701,52.8724,40.8546,26.0542,17.8666,14.0248,40.6647,32.8897,31.8993
N/A,ACIAD3028,lcl|CR543861.1_cds_CAG69731.1_2730,62.8749,66.5163,62.1447,50.4039,63.2304,72.5709,97.6336,105.319,120.445,80.3043,89.1639,77.9788
polA,ACIAD3030,lcl|CR543861.1_cds_CAG69732.1_2731,85.339,79.9249,74.5474,97.6236,85.0638,76.6925,44.1366,40.4086,56.781,50.9552,53.5346,51.6558
N/A,ACIAD3031,lcl|CR543861.1_cds_CAG69733.1_2732,251.383,261.566,265.64,167.178,251.268,276.035,25.6266,23.2466,13.0942,157.151,135.296,163.452
proC,ACIAD3032,lcl|CR543861.1_cds_CAG69734.1_2733,320.956,254.562,321.734,269.419,255.931,286.013,48.1939,70.2343,57.7937,172.894,161.879,159.344
tilS,ACIAD3034,lcl|CR543861.1_cds_CAG69735.1_2734,173.53,128.201,142.177,148.709,116.798,136.168,27.7995,17.8758,21.8832,61.0308,67.1489,68.7956
accA,ACIAD3035,lcl|CR543861.1_cds_CAG69736.1_2735,1135.51,971.772,1052.89,1102.05,946.775,1052.44,282.074,375.845,425.215,981.188,802.922,1184.05
ppx,ACIAD3036,lcl|CR543861.1_cds_CAG69737.1_2736,230.955,216.242,236.231,189.873,216.922,248.151,67.0564,86.1649,86.3193,298.223,269.889,283.494
trxA,ACIAD3037,lcl|CR543861.1_cds_CAG69738.1_2737,1004.14,1777.92,1244.41,1144.02,1313.03,1233.38,353.61,280.092,323.082,760.122,685.776,765.233
rho,ACIAD3038,lcl|CR543861.1_cds_CAG69739.1_2738,446.867,368.953,388.512,477.85,496.058,334.345,43.217,57.742,70.6088,212.56,227.332,245.823
N/A,ACIAD3039,lcl|CR543861.1_cds_CAG69740.1_2739,5065.18,4840.87,5008.21,7661.04,5233.51,5764.49,209.157,314.844,311.665,4034.79,3025.95,3974.73
himA,ACIAD3040,lcl|CR543861.1_cds_CAG69741.1_2740,856.854,672.313,849.84,1185.56,641.12,668.717,3062.44,2778.69,2931.03,1239.7,1678.53,1187.79
pheT,ACIAD3041,lcl|CR543861.1_cds_CAG69742.1_2741,274.176,271.143,267.089,246.036,280.61,269.498,478.356,535.287,497.638,242.448,255.496,244.399
pheS,ACIAD3042,lcl|CR543861.1_cds_CAG69743.1_2742,65.113,67.5448,80.1141,157.014,78.7072,84.8255,23.8171,13.0653,8.54282,67.4253,64.7513,68.0697
N/A,ACIAD3043,lcl|CR543861.1_cds_CAG69744.1_2743,16.8499,34.5319,28.196,25.7625,31.4421,30.9158,41.6994,50.126,55.6005,49.299,53.1963,51.7692
N/A,ACIAD3044,lcl|CR543861.1_cds_CAG69745.1_2744,220.786,247.081,240.374,55.358,146.253,248.986,1103.02,1185.74,1381.54,402.993,555.108,535.133
N/A,ACIAD3045,lcl|CR543861.1_cds_CAG69746.1_2745,61.3295,36.3355,0.0,18.4527,66.4784,47.4259,19.6968,45.6053,30.701,35.9103,0.0,35.6755
rplT,ACIAD3046,lcl|CR543861.1_cds_CAG69747.1_2746,3974.77,2938.7,3137.87,4228.57,3541.49,2903.84,102.41,126.065,61.5675,472.091,351.975,600.742
rpmI,ACIAD3047,lcl|CR543861.1_cds_CAG69748.1_2747,5933.48,4347.71,5288.8,9385.21,5206.71,4712.76,81.7821,70.9156,223.278,782.685,482.6,956.393
N/A,ACIAD3048,lcl|CR543861.1_cds_CAG69749.1_2748,20.5079,33.9045,13.7227,24.9195,27.3917,20.2667,12.7173,23.4689,16.1346,31.6798,35.383,28.9978
N/A,ACIAD3049,lcl|CR543861.1_cds_CAG69750.1_2749,97.3417,76.528,91.3128,161.226,66.4504,100.312,49.0794,54.7416,94.5948,105.389,110.798,112.846
N/A,ACIAD3050,lcl|CR543861.1_cds_CAG69751.1_2750,74.9206,117.595,45.7953,69.1011,83.4527,76.1178,34.21,34.9043,32.9344,92.7069,90.8139,100.714
N/A,ACIAD3051,lcl|CR543861.1_cds_CAG69752.1_2751,95.8267,109.893,77.2818,83.3594,69.5778,79.9406,90.6507,114.533,134.916,241.743,214.707,240.379
ibp,ACIAD3053,lcl|CR543861.1_cds_CAG69753.1_2752,347.59,692.538,568.218,471.17,420.71,260.831,293.192,325.841,370.899,3786.0,1439.36,2621.16
infC,ACIAD3054,lcl|CR543861.1_cds_CAG69754.1_2753,2256.72,1645.39,2809.33,2572.35,2017.95,2519.27,806.666,899.425,933.437,749.898,975.673,905.185
thrS,ACIAD3055,lcl|CR543861.1_cds_CAG69755.1_2754,473.846,448.574,529.331,543.373,521.675,499.062,312.878,302.678,405.957,237.38,220.107,269.524
N/A,ACIAD3056,lcl|CR543861.1_cds_CAG69756.1_2755,117.634,103.483,101.831,129.684,106.25,90.5092,134.869,160.852,143.946,582.0,472.823,621.001
N/A,ACIAD3057,lcl|CR543861.1_cds_CAG69757.1_2756,288.675,265.043,243.066,360.776,302.81,297.607,117.608,162.435,123.465,103.696,109.468,132.994
ptsO,ACIAD3058,lcl|CR543861.1_cds_CAG69758.1_2757,599.522,461.124,659.233,587.099,634.065,577.843,204.769,108.986,276.392,190.189,354.299,214.778
N/A,ACIAD3059,lcl|CR543861.1_cds_CAG69759.1_2758,284.139,214.84,206.378,212.776,229.86,255.734,25.263,35.3432,30.8417,109.652,85.9586,120.482
panC,ACIAD3060,lcl|CR543861.1_cds_CAG69760.1_2759,240.54,198.26,214.108,265.89,221.597,216.466,11.8917,25.7473,25.9258,97.9598,94.703,107.442
panB,ACIAD3061,lcl|CR543861.1_cds_CAG69761.1_2760,563.035,442.79,439.703,403.844,491.329,474.513,107.952,128.159,140.924,157.871,130.826,168.212
folK,ACIAD3062,lcl|CR543861.1_cds_CAG69762.1_2761,375.107,261.698,273.84,396.378,282.12,267.802,35.1087,32.7566,43.1587,72.3738,69.4463,79.8532
pcnB,ACIAD3063,lcl|CR543861.1_cds_CAG69763.1_2762,365.166,285.7,379.016,389.691,308.615,366.488,69.3959,95.5826,89.1338,190.911,183.285,212.126
N/A,ACIAD3064,lcl|CR543861.1_cds_CAG69764.1_2763,293.931,304.55,438.907,302.239,233.808,501.29,105.831,182.167,210.074,185.996,328.935,193.471
N/A,ACIAD3065,lcl|CR543861.1_cds_CAG69765.1_2764,138.104,129.72,113.439,92.1505,134.021,112.622,126.375,118.325,143.303,98.8369,136.591,116.319
N/A,ACIAD3067,lcl|CR543861.1_cds_CAG69766.1_2765,175.616,137.793,112.304,93.4625,197.808,99.1802,5.60725,13.0754,28.5426,38.5588,40.2342,32.7765
relA,ACIAD3068,lcl|CR543861.1_cds_CAG69767.1_2766,317.538,326.025,275.512,246.941,309.676,279.281,171.375,155.18,182.452,132.009,124.422,137.161
rumA,ACIAD3069,lcl|CR543861.1_cds_CAG69768.1_2767,287.499,297.607,235.732,180.285,297.954,225.421,259.162,190.3,219.592,105.731,110.187,112.712
N/A,ACIAD3070,lcl|CR543861.1_cds_CAG69769.1_2768,289.47,270.068,248.409,240.205,272.645,263.485,614.473,493.647,633.104,158.659,182.692,146.013
cysM,ACIAD3071,lcl|CR543861.1_cds_CAG69770.1_2769,206.814,167.458,239.73,256.043,183.854,219.905,21.3728,19.5765,37.2527,117.21,101.35,120.347
barA,ACIAD3072,lcl|CR543861.1_cds_CAG69771.1_2770,56.7192,56.7055,47.2407,47.9378,55.3148,42.7641,19.5467,30.5409,30.3651,34.8465,40.4134,30.5541
N/A,ACIAD3073,lcl|CR543861.1_cds_CAG69772.1_2771,47.0365,55.0007,38.6856,47.1596,42.7798,33.7932,59.2451,75.5513,104.602,53.1551,65.9972,43.3977
N/A,ACIAD3074,lcl|CR543861.1_cds_CAG69773.1_2772,51.8365,53.7149,72.1208,49.1115,53.2878,45.3262,58.6145,79.7226,77.008,71.1438,73.2213,54.6152
hyi,ACIAD3075,lcl|CR543861.1_cds_CAG69774.1_2773,64.6985,44.605,60.3787,108.489,47.7136,67.6512,49.289,61.7235,83.6183,116.948,104.34,104.096
N/A,ACIAD3076,lcl|CR543861.1_cds_CAG69775.1_2774,600.407,527.429,966.569,2325.93,522.862,774.981,199.037,355.064,443.846,683.997,704.596,651.954
N/A,ACIAD3077,lcl|CR543861.1_cds_CAG69776.1_2775,79.762,134.386,98.1428,36.3807,97.603,95.2327,436.625,470.832,471.918,88.3048,168.713,70.479
pntB,ACIAD3078,lcl|CR543861.1_cds_CAG69777.1_2776,50.7767,60.0232,40.481,46.7014,50.3823,37.4948,16.2598,22.1084,15.1191,175.561,56.0168,84.517
pntA-2,ACIAD3079,lcl|CR543861.1_cds_CAG69778.1_2777,93.03,164.399,111.13,41.3205,79.8528,118.676,28.8268,8.41815,11.2033,536.956,148.478,362.208
pntA-1,ACIAD3080,lcl|CR543861.1_cds_CAG69779.1_2778,55.2719,49.4785,36.5172,34.0691,57.4251,41.5101,14.4808,15.4723,18.3821,427.278,194.455,404.139
N/A,ACIAD3081,lcl|CR543861.1_cds_CAG69780.1_2779,60.439,65.0657,71.7053,68.5242,60.3435,79.1414,24.2509,36.5843,23.9229,56.9516,42.0525,52.2531
soxR,ACIAD3082,lcl|CR543861.1_cds_CAG69781.1_2780,66.2076,58.2633,51.9339,52.3522,75.1268,36.395,27.5946,12.0682,42.3885,60.2661,32.9266,45.6469
N/A,ACIAD3083,lcl|CR543861.1_cds_CAG69782.1_2781,20.476,26.2413,43.6954,21.5404,11.8248,13.3705,7.56357,22.0484,29.0802,33.9949,23.2616,32.4677
N/A,ACIAD3084,lcl|CR543861.1_cds_CAG69783.1_2782,33.7219,38.1816,21.4161,30.7444,43.3922,34.9009,5.63435,3.94032,5.14812,32.827,27.858,38.2996
dusA,ACIAD3085,lcl|CR543861.1_cds_CAG69784.1_2783,77.6755,53.3618,87.5418,110.423,57.7685,71.6308,6.73981,15.7128,6.16329,55.6283,38.8056,50.8385
N/A,ACIAD3087,lcl|CR543861.1_cds_CAG69785.1_2784,231.918,217.901,371.314,291.055,254.289,515.194,50.5063,71.5272,61.0058,834.94,797.902,937.419
N/A,ACIAD3088,lcl|CR543861.1_cds_CAG69786.1_2785,104.238,95.6098,122.228,80.5161,92.3039,117.989,367.87,298.473,419.923,100.532,111.003,115.179
N/A,ACIAD3089,lcl|CR543861.1_cds_CAG69787.1_2786,87.6955,86.8665,92.4935,52.8191,69.3293,95.9069,313.17,357.149,283.352,193.363,213.564,182.941
acnA,ACIAD3090,lcl|CR543861.1_cds_CAG69788.1_2787,250.32,202.259,244.963,222.641,189.57,171.526,373.296,436.555,476.418,317.756,393.752,239.831
N/A,ACIAD3091,lcl|CR543861.1_cds_CAG69789.1_2788,82.449,88.9787,69.1985,88.3651,73.0079,55.3775,38.8923,32.9774,45.8764,73.5182,78.4151,69.1361
N/A,ACIAD3092,lcl|CR543861.1_cds_CAG69790.1_2789,91.7023,106.472,94.8085,101.577,76.0904,72.1458,91.3437,118.703,134.728,160.329,148.577,143.945
N/A,ACIAD3093,lcl|CR543861.1_cds_CAG69791.1_2790,40.7027,45.8174,36.9059,38.3471,42.9458,44.302,63.642,55.6494,64.7667,81.0128,89.108,59.0266
prfC,ACIAD3095,lcl|CR543861.1_cds_CAG69792.1_2791,99.1113,84.3568,145.859,111.507,109.804,131.089,13.094,11.4449,6.22406,55.6963,61.0699,66.7741
N/A,ACIAD3099,lcl|CR543861.1_cds_CAG69793.1_2792,28.2904,28.0206,19.7446,16.9124,27.0805,22.5329,68.9409,75.2712,72.69,98.238,107.814,102.136
ilvC,ACIAD3102,lcl|CR543861.1_cds_CAG69794.1_2793,735.304,637.989,694.773,833.654,684.153,700.857,72.1874,92.086,74.7352,463.704,345.644,374.651
ilvH,ACIAD3103,lcl|CR543861.1_cds_CAG69795.1_2794,789.26,785.808,576.543,680.046,747.456,673.389,76.5528,56.8192,80.194,351.239,332.211,341.879
ilvI,ACIAD3104,lcl|CR543861.1_cds_CAG69796.1_2795,597.422,527.312,474.961,525.637,532.203,507.149,56.8503,59.2781,52.3256,516.447,554.363,615.143
N/A,ACIAD3105,lcl|CR543861.1_cds_CAG69797.1_2796,105.459,117.133,59.9399,82.1673,77.3096,68.4161,39.749,54.1394,82.1546,137.886,186.588,147.268
leuS,ACIAD3106,lcl|CR543861.1_cds_CAG69798.1_2797,184.917,161.311,164.193,246.637,159.2,158.511,11.9027,14.4243,23.1446,87.0343,60.4017,95.0344
N/A,ACIAD3107,lcl|CR543861.1_cds_CAG69799.1_2798,212.058,155.539,140.711,231.032,181.475,138.574,64.98,49.2553,139.65,88.9375,79.6474,62.3004
N/A,ACIAD3108,lcl|CR543861.1_cds_CAG69800.1_2799,59.9503,47.9965,35.0743,39.4416,55.6536,32.3845,13.9601,6.50933,10.6403,14.2755,12.1555,17.47
N/A,ACIAD3109,lcl|CR543861.1_cds_CAG69801.1_2800,52.8406,41.5235,42.2713,39.6309,38.8412,29.1791,19.604,20.5635,25.3617,31.2093,31.3943,28.9656
macB,ACIAD3110,lcl|CR543861.1_cds_CAG69802.1_2801,62.6317,51.9412,35.1056,50.3484,64.4464,44.903,15.3192,18.5956,25.2264,33.9583,23.7771,30.5114
N/A,ACIAD3111,lcl|CR543861.1_cds_CAG69803.1_2802,43.824,31.6576,28.578,52.5296,35.8033,21.7956,32.1985,26.4893,30.2647,16.7624,18.3197,15.988
N/A,ACIAD3112,lcl|CR543861.1_cds_CAG69804.1_2803,42.4971,45.5278,42.9527,60.0229,69.3105,50.6851,33.989,56.1301,41.021,72.7208,75.899,55.7817
N/A,ACIAD3113,lcl|CR543861.1_cds_CAG69805.1_2804,143.324,164.112,117.813,116.044,127.497,168.146,80.7239,110.609,58.293,143.453,167.927,159.265
N/A,ACIAD3114,lcl|CR543861.1_cds_CAG69806.1_2805,661.526,699.01,617.034,398.912,628.555,594.104,105.883,126.255,131.402,250.109,292.093,246.534
N/A,ACIAD3115,lcl|CR543861.1_cds_CAG69807.1_2806,280.551,258.809,299.423,484.926,253.129,211.893,60.7827,68.9643,106.991,121.134,144.073,120.77
fabI,ACIAD3116,lcl|CR543861.1_cds_CAG69808.1_2807,695.953,538.98,839.996,842.569,582.219,880.624,117.229,111.991,196.246,861.266,764.998,978.573
N/A,ACIAD3117,lcl|CR543861.1_cds_CAG69809.1_2808,752.456,945.52,1073.57,758.55,931.401,888.172,109.843,139.938,127.437,1168.66,870.215,1008.11
orn,ACIAD3118,lcl|CR543861.1_cds_CAG69810.1_2809,352.888,330.432,338.473,293.903,304.975,333.382,121.148,144.735,172.187,204.24,271.02,249.915
N/A,ACIAD3119,lcl|CR543861.1_cds_CAG69811.1_2810,158.774,145.901,176.475,272.661,165.297,178.263,59.7441,46.9318,31.6659,92.8041,83.4377,125.407
N/A,ACIAD3120,lcl|CR543861.1_cds_CAG69812.1_2811,1172.03,2636.12,1646.05,991.754,1694.11,1454.39,66.2497,101.397,51.0026,592.489,357.307,506.842
grx,ACIAD3121,lcl|CR543861.1_cds_CAG69813.1_2812,684.93,837.605,650.786,1037.8,805.48,448.224,53.4881,37.5724,67.0796,243.025,143.913,185.729
secB,ACIAD3122,lcl|CR543861.1_cds_CAG69814.1_2813,842.043,1039.96,796.754,787.812,861.125,708.089,38.9393,22.7027,53.9288,205.513,103.873,176.702
N/A,ACIAD3123,lcl|CR543861.1_cds_CAG69815.1_2814,46.5405,38.594,97.0375,128.99,39.9761,80.7184,72.352,73.8036,27.8842,52.5242,62.022,67.6884
dfp,ACIAD3125,lcl|CR543861.1_cds_CAG69816.1_2815,132.679,129.154,88.2062,110.829,142.257,124.899,56.3137,42.5411,61.9158,99.725,94.6894,103.977
radC,ACIAD3126,lcl|CR543861.1_cds_CAG69817.1_2816,32.5026,31.3539,43.2558,35.1724,25.8874,41.4745,33.7411,55.902,59.6405,58.086,58.4855,61.263
N/A,ACIAD3127,lcl|CR543861.1_cds_CAG69818.1_2817,74.0051,58.0775,48.4491,58.4547,54.4536,73.0282,12.4065,7.23158,16.5577,72.9681,54.0896,71.9919
N/A,ACIAD3128,lcl|CR543861.1_cds_CAG69819.1_2818,19.8467,12.6028,7.86832,7.33618,8.61736,8.80311,7.79271,4.54179,5.93735,8.57853,7.82229,5.97176
N/A,ACIAD3129,lcl|CR543861.1_cds_CAG69820.1_2819,11.5977,14.1754,9.19845,9.99077,10.999,6.87111,3.02963,8.82954,4.62036,8.82736,2.03142,9.76456
N/A,ACIAD3130,lcl|CR543861.1_cds_CAG69821.1_2820,101.15,73.0939,59.2261,54.4257,82.9402,50.5316,15.0119,37.9333,53.6184,22.0159,27.0862,19.0127
N/A,ACIAD3131,lcl|CR543861.1_cds_CAG69822.1_2821,95.3753,86.5679,67.329,88.9213,97.0521,80.4556,67.368,74.6135,92.525,55.6747,47.5034,51.5463
N/A,ACIAD3132,lcl|CR543861.1_cds_CAG69823.2_2822,63.7256,86.1943,91.7422,84.4561,75.2197,132.594,40.8141,53.5506,66.3926,88.8212,138.14,91.7494
N/A,ACIAD3133,lcl|CR543861.1_cds_CAG69824.1_2823,210.327,204.348,133.731,311.207,228.153,260.484,77.513,45.291,84.4664,185.303,212.467,204.097
N/A,ACIAD3134,lcl|CR543861.1_cds_CAG69825.1_2824,130.189,83.4211,161.264,189.482,84.5179,116.596,0.0,23.9863,10.6304,60.2957,47.031,62.5878
N/A,ACIAD3135,lcl|CR543861.1_cds_CAG69826.1_2825,84.3321,87.0871,78.2166,80.3027,80.148,73.3823,67.7169,70.9424,70.7137,51.1778,48.2498,44.3598
N/A,ACIAD3136,lcl|CR543861.1_cds_CAG69827.1_2826,679.728,721.583,776.329,1011.56,534.183,593.71,2292.15,2167.03,2437.8,1356.59,1406.27,1294.28
N/A,ACIAD3137,lcl|CR543861.1_cds_CAG69828.1_2827,99.0451,117.36,168.038,113.251,107.162,162.741,42.1304,32.7566,53.9483,146.941,143.682,172.797
N/A,ACIAD3138,lcl|CR543861.1_cds_CAG69829.1_2828,117.601,115.235,142.785,186.294,104.151,127.629,31.701,62.8506,72.974,138.529,120.809,137.458
N/A,ACIAD3139,lcl|CR543861.1_cds_CAG69830.1_2829,294.125,219.36,256.678,294.222,245.341,273.21,110.507,103.079,149.845,186.465,263.581,197.597
thi3,ACIAD3140,lcl|CR543861.1_cds_CAG69831.1_2830,99.293,72.0285,108.057,49.3198,87.1505,84.6728,38.9044,65.5385,39.9574,112.02,130.343,125.265
N/A,ACIAD3141,lcl|CR543861.1_cds_CAG69832.1_2831,137.06,132.186,133.225,135.687,135.114,133.821,216.752,212.111,236.519,162.657,191.07,166.744
N/A,ACIAD3142,lcl|CR543861.1_cds_CAG69833.1_2832,435.288,321.895,437.575,369.458,369.68,417.076,209.026,371.371,307.25,666.691,557.384,594.515
N/A,ACIAD3143,lcl|CR543861.1_cds_CAG69834.1_2833,405.801,451.936,425.561,298.169,448.613,600.676,1365.46,1220.84,1248.94,553.403,610.091,435.644
N/A,ACIAD3144,lcl|CR543861.1_cds_CAG69835.1_2834,201.932,203.945,257.351,174.412,182.088,291.628,487.76,483.681,518.435,413.222,530.315,411.976
N/A,ACIAD3145,lcl|CR543861.1_cds_CAG69836.1_2835,62.435,65.0409,58.2571,58.1539,61.6795,48.6146,97.0649,104.254,102.823,98.4216,170.764,117.004
N/A,ACIAD3146,lcl|CR543861.1_cds_CAG69837.1_2836,131.858,134.173,144.209,159.321,149.578,147.486,122.001,152.915,155.93,202.751,190.522,220.54
N/A,ACIAD3148,lcl|CR543861.1_cds_CAG69838.1_2837,148.156,162.96,123.403,87.5069,130.531,104.249,101.876,78.6719,95.0755,150.057,149.098,120.599
pssA,ACIAD3149,lcl|CR543861.1_cds_CAG69839.1_2838,451.967,423.158,377.295,326.044,440.726,397.518,129.661,183.416,163.597,230.18,235.778,220.953
N/A,ACIAD3150,lcl|CR543861.1_cds_CAG69840.1_2839,558.43,494.832,519.446,511.632,549.883,456.658,143.606,194.676,170.722,197.86,243.309,189.016
N/A,ACIAD3151,lcl|CR543861.1_cds_CAG69841.1_2840,50.7475,55.9578,38.5557,44.0136,46.0681,55.2641,28.4301,42.197,15.83,46.0822,40.2519,47.4489
N/A,ACIAD3152,lcl|CR543861.1_cds_CAG69842.1_2841,240.781,341.646,199.905,196.702,272.803,128.38,144.653,168.699,164.078,136.7,136.927,107.08
N/A,ACIAD3153,lcl|CR543861.1_cds_CAG69843.1_2842,666.474,671.655,584.984,493.994,594.035,702.839,5472.42,4440.95,3978.36,1543.9,1675.37,1567.97
mdh,ACIAD3155,lcl|CR543861.1_cds_CAG69844.1_2843,1501.89,1218.41,1217.84,1748.98,1219.98,1200.32,19.7555,37.8335,30.1165,590.653,386.617,606.953
N/A,ACIAD3156,lcl|CR543861.1_cds_CAG69845.1_2844,174.657,170.037,145.039,145.147,168.556,105.881,64.396,48.444,69.8434,114.295,112.004,105.589
N/A,ACIAD3157,lcl|CR543861.1_cds_CAG69846.1_2845,234.314,191.858,156.606,199.767,200.643,147.567,266.87,236.321,260.966,179.203,200.25,180.334
N/A,ACIAD3158,lcl|CR543861.1_cds_CAG69847.1_2846,72.6315,67.8942,72.5677,107.237,72.7639,83.2917,20.8245,24.27,33.0637,51.2807,44.6764,45.5128
phoL,ACIAD3159,lcl|CR543861.1_cds_CAG69848.1_2847,394.728,296.874,399.528,743.147,327.231,344.962,924.873,1060.37,1434.22,559.058,885.355,582.547
N/A,ACIAD3160,lcl|CR543861.1_cds_CAG69849.1_2848,121.378,63.8437,121.637,109.574,63.0097,135.689,18.038,46.2823,22.1839,71.4588,68.9545,92.1941
N/A,ACIAD3161,lcl|CR543861.1_cds_CAG69850.1_2849,17.1241,24.0699,11.5891,9.91419,18.212,12.4355,13.4932,20.509,12.4822,197.063,120.139,151.877
N/A,ACIAD3162,lcl|CR543861.1_cds_CAG69851.1_2850,122.726,149.09,109.295,91.6974,105.421,111.359,99.2403,80.5023,49.4718,130.284,114.954,185.123
N/A,ACIAD3163,lcl|CR543861.1_cds_CAG69852.1_2851,153.238,147.104,107.787,133.38,136.281,123.396,162.909,128.159,122.933,183.719,175.756,181.988
xpt,ACIAD3164,lcl|CR543861.1_cds_CAG69853.1_2852,152.747,97.5051,193.732,153.028,107.286,210.64,7.70282,2.99429,15.7252,93.6354,69.5334,93.3131
N/A,ACIAD3165,lcl|CR543861.1_cds_CAG69854.1_2853,527.028,606.191,690.746,434.93,522.252,624.166,786.83,977.319,1080.25,645.348,837.832,562.72
N/A,ACIAD3166,lcl|CR543861.1_cds_CAG69855.1_2854,66.6798,58.2636,57.7112,46.1363,56.8585,57.6544,17.0775,17.071,22.4014,38.8954,52.7921,37.515
wrbA,ACIAD3167,lcl|CR543861.1_cds_CAG69856.1_2855,92.6095,64.1415,78.7136,87.3283,68.1196,68.6354,13.1826,27.6752,36.3441,65.4432,98.2461,81.1951
N/A,ACIAD3168,lcl|CR543861.1_cds_CAG69857.1_2856,69.1703,64.0425,51.3719,48.9752,53.6568,65.1521,38.2556,66.8821,33.9751,108.645,109.988,106.355
N/A,ACIAD3169,lcl|CR543861.1_cds_CAG69858.1_2857,34.7185,34.8465,26.9162,33.6115,30.0434,23.7562,40.321,30.7342,49.6732,37.7314,37.4467,29.7109
N/A,ACIAD3170,lcl|CR543861.1_cds_CAG69859.1_2858,41.9626,40.5055,31.3335,32.1939,41.1388,39.6587,8.29857,9.67214,6.31656,18.8041,33.2411,27.6174
