gene,tag,target_id,LB0R1,LB0R2,LB0R3,LB1R1,LB1R2,LB1R3,M9LQR1,M9LQR2,M9LQR3,M9SFR1,M9SFR2,M9SFR3
pcoB,ACIAD0688,lcl|CR543861.1_cds_CAG67603.1_616,102.484,80.1914,150.996,153.925,72.7341,150.245,144.128,145.764,164.327,33.6339,39.6678,31.0657
N/A,ACIAD0689,lcl|CR543861.1_cds_CAG67604.1_617,55.6432,81.0907,93.9976,83.8416,76.4564,121.197,107.111,115.13,99.6613,72.7909,65.2171,56.3181
sugE,ACIAD0691,lcl|CR543861.1_cds_CAG67605.1_618,153.884,147.843,157.822,179.454,199.172,144.071,55.7026,65.0689,108.133,70.3593,95.6713,62.3081
ogt,ACIAD0692,lcl|CR543861.1_cds_CAG67606.1_619,82.5859,72.1742,62.4508,50.9958,71.0129,55.0817,20.1631,31.3525,36.1262,55.1477,41.2234,54.4652
N/A,ACIAD0693,lcl|CR543861.1_cds_CAG67607.1_620,48.4017,57.3754,50.0389,41.9541,65.4837,21.3565,20.0665,51.4784,37.0681,64.8333,104.37,51.7353
N/A,ACIAD0694,lcl|CR543861.1_cds_CAG67608.1_621,63.4458,69.8192,56.6419,72.4968,69.9096,75.1531,82.8024,84.4485,80.5675,135.9,123.738,139.254
N/A,ACIAD0695,lcl|CR543861.1_cds_CAG67609.1_622,15.4318,8.63585,14.236,24.4382,27.986,39.5167,25.7781,11.273,14.8379,52.0956,39.4893,67.7779
N/A,ACIAD0697,lcl|CR543861.1_cds_CAG67610.1_623,3953.19,3652.24,4422.34,5768.47,3480.6,3623.02,5642.92,6765.02,6599.68,8332.5,8290.73,6739.48
lysP,ACIAD0700,lcl|CR543861.1_cds_CAG67611.1_624,89.2938,101.896,78.0809,83.4827,111.36,94.0888,21.5308,23.002,9.5549,44.9207,41.8711,48.714
rsmC,ACIAD0701,lcl|CR543861.1_cds_CAG67612.1_625,60.0739,49.8588,62.5178,60.2796,58.3832,53.1419,4.08608,4.76307,16.6078,28.1116,23.7117,26.0627
N/A,ACIAD0702,lcl|CR543861.1_cds_CAG67613.1_626,73.3686,59.7672,78.9183,77.8919,77.4826,71.9407,14.4498,17.9637,17.593,43.1192,43.06,50.563
typA,ACIAD0703,lcl|CR543861.1_cds_CAG67614.1_627,387.348,341.75,432.738,534.456,430.652,486.638,23.0968,16.3126,27.6674,139.269,96.4268,192.224
mscL,ACIAD0704,lcl|CR543861.1_cds_CAG67615.1_628,996.363,1037.62,1420.43,833.33,836.483,1392.11,950.57,965.131,908.456,1314.05,1439.31,1411.01
N/A,ACIAD0705,lcl|CR543861.1_cds_CAG67616.1_629,121.621,108.799,108.932,80.4721,112.613,102.17,180.938,133.677,149.422,139.238,132.695,217.811
ppiC,ACIAD0706,lcl|CR543861.1_cds_CAG67617.1_630,163.814,161.416,139.575,171.739,174.232,178.354,8.55575,40.0403,66.6864,68.1587,46.6675,75.6095
mutM,ACIAD0707,lcl|CR543861.1_cds_CAG67618.1_631,103.322,79.0184,79.9627,105.038,80.5234,50.3432,14.1427,8.24436,18.8903,30.3352,35.6432,31.3069
N/A,ACIAD0708,lcl|CR543861.1_cds_CAG67619.1_632,97.9498,96.7132,96.2399,91.4308,84.7556,87.7027,116.746,101.862,139.979,102.009,112.338,102.576
N/A,ACIAD0709,lcl|CR543861.1_cds_CAG67620.1_633,135.328,98.2465,119.767,149.954,114.464,115.459,63.7322,74.2871,89.6213,134.987,127.043,119.414
N/A,ACIAD0710,lcl|CR543861.1_cds_CAG67621.1_634,90.8182,88.0156,64.8994,74.7992,81.3022,80.5163,42.7455,33.814,25.6113,64.7414,62.4481,60.1733
N/A,ACIAD0711,lcl|CR543861.1_cds_CAG67622.1_635,48.9194,60.8414,83.8291,83.5276,56.2218,49.4538,55.8014,71.793,64.6584,130.895,138.569,113.7
N/A,ACIAD0713,lcl|CR543861.1_cds_CAG67623.1_636,80.46,59.2788,75.981,102.22,66.079,74.2028,50.9357,47.0204,55.1492,105.226,110.186,91.821
N/A,ACIAD0714,lcl|CR543861.1_cds_CAG67624.1_637,47.7112,45.2011,70.3251,89.7469,45.376,86.3707,113.648,103.605,78.9454,106.539,104.439,101.206
N/A,ACIAD0715,lcl|CR543861.1_cds_CAG67625.1_638,12.4129,12.3131,14.234,19.7669,25.6124,18.7147,60.4194,59.6191,56.8764,21.8024,23.5464,24.522
N/A,ACIAD0716,lcl|CR543861.1_cds_CAG67626.1_639,468.47,452.015,825.268,612.244,422.142,636.682,2833.41,2529.81,2632.95,1478.1,1563.92,1368.08
N/A,ACIAD0717,lcl|CR543861.1_cds_CAG67627.1_640,148.342,177.425,113.196,179.127,149.28,177.045,987.446,883.907,895.839,413.061,437.684,372.085
N/A,ACIAD0718,lcl|CR543861.1_cds_CAG67628.1_641,21.2188,32.076,22.7775,18.3287,39.98,31.9897,61.223,75.1532,69.2436,41.4093,46.0708,34.1889
N/A,ACIAD0719,lcl|CR543861.1_cds_CAG67629.1_642,127.269,110.507,165.952,99.2236,94.7428,192.794,36.7439,64.2895,66.3802,120.533,100.99,137.483
N/A,ACIAD0720,lcl|CR543861.1_cds_CAG67630.1_643,102.145,118.251,71.2573,84.6095,88.8781,97.7039,14.0454,16.3785,14.4418,29.7175,25.6986,39.4422
N/A,ACIAD0721,lcl|CR543861.1_cds_CAG67631.1_644,254.898,208.292,376.748,180.635,167.187,268.127,448.327,545.442,812.599,2170.81,2447.96,2002.83
nrdB,ACIAD0722,lcl|CR543861.1_cds_CAG67632.1_645,350.017,291.265,342.901,626.031,283.123,319.882,54.084,83.6439,77.5842,182.127,153.458,147.241
nrdA,ACIAD0724,lcl|CR543861.1_cds_CAG67633.1_646,425.307,363.054,464.593,552.924,405.009,338.139,50.1318,67.1256,66.127,175.838,147.458,140.363
N/A,ACIAD0726,lcl|CR543861.1_cds_CAG67634.1_647,1516.16,1262.18,1002.58,1051.07,1173.63,961.786,1443.06,1229.74,1021.36,1047.93,996.622,1032.65
N/A,ACIAD0727,lcl|CR543861.1_cds_CAG67635.1_648,475.655,426.199,271.421,233.904,372.871,265.005,113.013,139.994,128.612,194.188,198.463,189.214
N/A,ACIAD0728,lcl|CR543861.1_cds_CAG67636.1_649,166.482,202.592,215.344,178.901,116.712,157.892,557.563,510.893,510.13,415.052,481.033,534.703
nuoA,ACIAD0730,lcl|CR543861.1_cds_CAG67637.1_650,2636.08,2680.67,3777.88,1626.26,3099.06,4916.52,561.416,572.048,507.5,1104.73,957.605,1134.23
nuoB,ACIAD0731,lcl|CR543861.1_cds_CAG67638.1_651,709.303,659.157,602.278,752.657,618.938,737.28,47.1225,75.8843,51.4729,309.385,275.672,355.001
nuoCD,ACIAD0733,lcl|CR543861.1_cds_CAG67639.1_652,640.224,610.903,577.124,679.6,560.073,482.52,20.1371,25.1432,26.2446,117.231,100.058,137.582
nuoE,ACIAD0734,lcl|CR543861.1_cds_CAG67640.1_653,1045.89,1095.78,984.823,785.887,1021.11,704.698,55.6951,38.206,45.2678,135.244,140.574,120.17
nuoF,ACIAD0735,lcl|CR543861.1_cds_CAG67641.1_654,1048.94,1057.22,1011.28,904.374,1094.05,841.929,33.9211,55.8142,27.3342,115.386,109.86,110.8
nuoG,ACIAD0736,lcl|CR543861.1_cds_CAG67642.1_655,684.898,659.231,684.143,804.668,693.05,537.249,36.6762,35.1628,34.5564,89.9752,97.7417,88.2449
nuoH,ACIAD0737,lcl|CR543861.1_cds_CAG67643.1_656,939.28,900.693,886.167,750.584,997.041,708.076,33.2672,37.1635,42.2582,131.715,112.328,111.724
nuoI,ACIAD0738,lcl|CR543861.1_cds_CAG67644.1_657,1015.25,1102.79,1093.03,994.033,1081.01,957.389,48.3721,95.2013,64.9236,142.393,213.741,162.471
nuoJ,ACIAD0739,lcl|CR543861.1_cds_CAG67645.1_658,1040.54,1017.81,1188.54,1326.94,1189.15,915.968,131.035,108.092,112.818,192.023,160.981,142.166
nuoK,ACIAD0740,lcl|CR543861.1_cds_CAG67646.1_659,1029.54,1005.32,1023.65,1035.06,995.184,843.616,52.2911,26.1739,69.7393,246.06,199.91,185.984
nuoL,ACIAD0741,lcl|CR543861.1_cds_CAG67647.1_660,748.463,845.529,746.372,773.559,822.586,703.24,116.028,89.6174,79.9921,231.093,199.75,211.191
nuoM,ACIAD0742,lcl|CR543861.1_cds_CAG67648.1_661,522.42,598.839,532.854,460.053,560.172,460.012,17.0788,18.0082,17.3185,84.2264,88.3207,63.6719
nuoN,ACIAD0743,lcl|CR543861.1_cds_CAG67649.1_662,485.368,531.815,486.127,445.659,532.55,389.137,14.1273,21.6098,28.2108,72.7903,65.3392,61.5456
upp,ACIAD0744,lcl|CR543861.1_cds_CAG67650.1_663,315.763,264.022,362.819,339.615,324.419,413.788,385.576,444.072,487.372,335.036,448.413,352.192
N/A,ACIAD0745,lcl|CR543861.1_cds_CAG67651.1_664,35.8884,43.0436,26.9081,19.9784,35.6425,39.5693,41.3763,53.0372,49.408,151.027,115.548,116.448
N/A,ACIAD0746,lcl|CR543861.1_cds_CAG67652.1_665,148.207,164.453,148.794,138.872,160.098,157.337,108.905,104.557,105.06,122.808,124.667,112.147
fpr,ACIAD0747,lcl|CR543861.1_cds_CAG67653.1_666,76.6066,77.1652,58.9762,51.0958,69.4569,64.0661,38.6738,60.8747,67.9336,47.7703,49.4589,55.3487
N/A,ACIAD0748,lcl|CR543861.1_cds_CAG67654.1_667,222.01,250.733,206.894,211.934,264.54,160.944,21.8548,30.5865,26.9404,111.492,110.818,117.697
N/A,ACIAD0749,lcl|CR543861.1_cds_CAG67655.1_668,248.113,149.545,173.908,317.286,233.201,181.6,1535.42,2028.44,2216.92,748.26,1328.34,740.975
N/A,ACIAD0750,lcl|CR543861.1_cds_CAG67656.1_669,275.9,218.456,269.34,233.63,217.485,258.824,1151.93,1270.22,1140.43,1242.66,1607.15,1164.26
N/A,ACIAD0752,lcl|CR543861.1_cds_CAG67657.1_670,98.521,75.1046,89.5583,100.715,91.5305,100.895,47.3285,68.2988,99.5302,67.6775,88.8443,77.4273
N/A,ACIAD0753,lcl|CR543861.1_cds_CAG67658.1_671,44.5526,57.2576,62.8385,68.207,35.0773,55.7116,16.0812,14.9981,14.72,22.6585,23.7423,24.597
N/A,ACIAD0754,lcl|CR543861.1_cds_CAG67659.1_672,149.654,111.47,165.541,126.39,161.063,165.086,13.0945,36.6532,40.1096,55.8542,46.1255,54.4097
N/A,ACIAD0755,lcl|CR543861.1_cds_CAG67660.1_673,59.7508,48.6927,40.9861,38.0962,40.3873,51.4904,16.1956,17.5289,17.6186,41.1083,33.2453,37.6248
N/A,ACIAD0756,lcl|CR543861.1_cds_CAG67661.1_674,62.4395,64.4017,57.0093,40.2697,61.1143,41.4357,20.2616,26.3372,42.6667,50.6811,58.6517,46.1412
N/A,ACIAD0757,lcl|CR543861.1_cds_CAG67662.1_675,61.6421,57.524,27.975,37.6827,48.9997,53.7623,50.4335,40.2465,28.4612,62.0958,84.5388,42.8475
N/A,ACIAD0758,lcl|CR543861.1_cds_CAG67663.1_676,7.96363,10.8645,13.4126,12.7107,12.8842,6.59385,5.77256,15.7047,8.81705,21.8158,18.1306,18.4762
N/A,ACIAD0759,lcl|CR543861.1_cds_CAG67664.1_677,227.587,208.84,171.098,170.376,234.997,213.677,160.127,163.405,134.046,136.191,170.981,172.042
N/A,ACIAD0760,lcl|CR543861.1_cds_CAG67665.1_678,90.2322,99.6851,129.676,54.6706,48.8254,88.6463,2031.46,2313.17,2878.4,699.774,1068.86,853.192
N/A,ACIAD0761,lcl|CR543861.1_cds_CAG67666.1_679,16.4896,15.5051,17.5761,11.8622,18.6428,11.445,39.7898,40.719,60.5579,40.356,56.3331,26.5393
N/A,ACIAD0762,lcl|CR543861.1_cds_CAG67667.1_680,20.0841,21.6824,21.5716,16.5547,20.0174,16.1228,38.9274,31.3258,23.9763,27.0865,22.2532,24.6586
N/A,ACIAD0764,lcl|CR543861.1_cds_CAG67668.1_681,13.0242,10.4836,3.83661,9.72589,20.5137,8.35654,2.94976,8.59662,11.2447,4.14611,5.93143,2.71563
N/A,ACIAD0765,lcl|CR543861.1_cds_CAG67669.1_682,78.3817,74.1352,44.9166,39.9826,70.5816,30.4762,11.0562,32.2267,22.5095,43.9563,33.4603,32.3083
N/A,ACIAD0766,lcl|CR543861.1_cds_CAG67670.1_683,169.565,154.664,201.517,212.291,140.514,143.747,71.3263,93.1236,86.9925,307.081,345.978,279.909
N/A,ACIAD0767,lcl|CR543861.1_cds_CAG67671.1_684,55.7323,107.443,60.5614,20.4592,58.209,83.5865,144.225,146.44,123.0,98.5381,107.139,116.558
metG,ACIAD0768,lcl|CR543861.1_cds_CAG67672.1_685,94.4241,90.6023,92.7941,129.808,88.4656,79.9128,6.17174,13.6648,13.1329,56.6148,49.2553,59.6734
tsx,ACIAD0769,lcl|CR543861.1_cds_CAG67673.1_686,85.1914,93.7113,93.0261,73.6804,86.5776,118.863,16.9881,13.8639,28.5184,49.3224,36.512,38.2157
N/A,ACIAD0770,lcl|CR543861.1_cds_CAG67674.1_687,1313.28,1153.52,1539.96,958.518,1164.41,1387.58,2176.19,2682.53,2429.91,2010.14,2759.88,2195.11
N/A,ACIAD0772,lcl|CR543861.1_cds_CAG67675.1_688,115.919,110.508,70.1038,87.4324,98.916,67.9185,34.1905,51.0581,50.4284,82.2029,67.0697,77.8992
N/A,ACIAD0773,lcl|CR543861.1_cds_CAG67676.1_689,231.344,159.314,197.979,279.322,140.127,208.131,81.4091,85.4171,89.4286,98.0276,96.1712,92.7259
N/A,ACIAD0774,lcl|CR543861.1_cds_CAG67677.1_690,152.868,177.995,62.6509,53.9285,142.327,95.8685,133.828,122.875,100.389,147.769,125.632,163.452
N/A,ACIAD0775,lcl|CR543861.1_cds_CAG67678.1_691,216.462,252.036,272.325,144.182,328.982,312.505,96.2104,180.788,110.536,437.785,369.5,399.711
dcd,ACIAD0776,lcl|CR543861.1_cds_CAG67679.1_692,532.795,458.885,606.922,366.715,449.927,625.072,669.962,616.53,714.925,683.185,583.217,755.593
N/A,ACIAD0777,lcl|CR543861.1_cds_CAG67680.1_693,122.083,123.719,180.515,111.834,136.494,190.719,387.308,394.835,521.354,600.372,709.083,639.505
N/A,ACIAD0778,lcl|CR543861.1_cds_CAG67681.1_694,26.2595,34.4401,45.1754,41.7854,39.1559,41.0469,54.0085,91.6165,90.1726,164.632,252.37,213.332
N/A,ACIAD0779,lcl|CR543861.1_cds_CAG67682.1_695,58.969,62.9083,49.3687,45.5912,62.6264,63.1805,107.738,101.477,131.484,198.661,255.661,245.449
N/A,ACIAD0780,lcl|CR543861.1_cds_CAG67683.1_696,96.0418,105.895,103.136,57.8566,106.681,114.442,84.8332,107.481,147.967,219.228,303.405,240.261
N/A,ACIAD0781,lcl|CR543861.1_cds_CAG67684.1_697,29.0481,46.2577,33.8952,11.5829,33.6659,56.1769,32.716,38.1476,53.118,172.598,202.523,188.178
proS,ACIAD0782,lcl|CR543861.1_cds_CAG67685.1_698,142.36,115.889,131.012,161.458,132.62,134.945,24.1213,24.5966,25.2185,71.857,71.2756,79.9918
nolG,ACIAD0783,lcl|CR543861.1_cds_CAG67686.1_699,78.5067,74.5041,51.9299,65.0645,82.8182,65.1517,112.398,72.4496,118.036,35.9482,41.7997,39.4316
nolF,ACIAD0784,lcl|CR543861.1_cds_CAG67687.1_700,37.5502,40.7993,36.1509,43.971,30.3743,42.309,22.1304,21.4963,28.095,50.1373,37.8228,44.3002
N/A,ACIAD0785,lcl|CR543861.1_cds_CAG67688.1_701,24.18,47.1791,35.6527,31.6974,44.0388,38.6202,40.713,64.2369,47.6379,60.1598,58.2775,54.5588
pilG,ACIAD0786,lcl|CR543861.1_cds_CAG67689.1_702,108.586,135.405,119.205,102.041,149.373,159.17,377.788,321.435,394.154,339.183,326.109,343.215
pilH,ACIAD0787,lcl|CR543861.1_cds_CAG67690.1_703,334.249,319.773,237.185,266.523,261.092,194.202,317.612,332.639,290.874,305.755,351.346,292.211
pilI,ACIAD0788,lcl|CR543861.1_cds_CAG67691.1_704,142.745,201.092,133.818,106.917,155.922,150.54,93.4457,101.457,103.865,199.032,173.314,166.146
pilJ,ACIAD0789,lcl|CR543861.1_cds_CAG67692.1_705,79.0389,78.4063,41.9433,56.1015,77.6563,57.18,34.8897,20.3313,39.1188,121.731,129.807,85.7437
chpA,ACIAD0790,lcl|CR543861.1_cds_CAG67693.1_706,72.5052,74.1308,58.9986,58.799,72.8586,63.6274,33.3279,38.5027,40.3026,56.0591,59.1784,59.6623
dapE,ACIAD0791,lcl|CR543861.1_cds_CAG67694.1_707,151.408,177.461,146.199,151.239,162.533,160.944,74.3593,65.7039,71.2492,142.333,90.6113,141.523
ecnB,ACIAD0792,lcl|CR543861.1_cds_CAG67695.1_708,24433.4,29690.0,38411.9,26284.9,20435.6,38319.6,117969.0,102799.0,99506.7,24578.9,48592.9,37446.6
N/A,ACIAD0793,lcl|CR543861.1_cds_CAG67696.1_709,34.3223,29.9352,20.2257,20.3778,38.3143,23.6311,28.2667,42.6467,35.5207,31.1572,42.4235,34.024
N/A,ACIAD0794,lcl|CR543861.1_cds_CAG67697.1_710,43.8028,45.6111,36.389,81.6939,62.8196,59.1935,67.83,42.1735,104.566,55.3891,55.8198,46.5358
N/A,ACIAD0795,lcl|CR543861.1_cds_CAG67698.1_711,42.3001,54.1307,38.66,66.932,68.9243,57.0489,10.0816,23.5143,15.4827,48.8651,43.5136,47.5788
N/A,ACIAD0797,lcl|CR543861.1_cds_CAG67699.1_712,163.808,234.714,87.3908,75.3912,222.307,93.5936,41.5996,57.3258,58.1604,109.891,77.5388,83.2868
N/A,ACIAD0798,lcl|CR543861.1_cds_CAG67700.1_713,64.0459,56.4763,24.1078,21.7033,59.0374,34.3313,55.1176,83.0224,73.7671,59.4576,52.7326,56.5369
N/A,ACIAD0799,lcl|CR543861.1_cds_CAG67701.1_714,35.1957,44.5482,20.6287,11.9473,34.0042,26.2495,31.592,27.4718,34.3819,99.8563,90.8223,92.7359
N/A,ACIAD0800,lcl|CR543861.1_cds_CAG67702.1_715,327.616,298.622,335.832,309.217,319.366,422.999,130.024,107.84,88.5968,281.661,182.46,303.898
N/A,ACIAD0801,lcl|CR543861.1_cds_CAG67703.1_716,72.2952,67.0484,59.4235,86.7934,57.2688,69.4011,27.3275,24.3915,19.4397,61.5734,64.1703,56.4181
N/A,ACIAD0802,lcl|CR543861.1_cds_CAG67704.1_717,147.944,165.001,133.369,116.001,125.628,166.978,71.0967,62.1504,49.0563,142.703,150.653,161.213
N/A,ACIAD0803,lcl|CR543861.1_cds_CAG67705.1_718,90.0197,111.527,47.9174,87.7108,76.0195,58.0625,40.1067,36.9211,45.1702,92.2006,74.0027,104.588
gltS,ACIAD0804,lcl|CR543861.1_cds_CAG67706.1_719,309.006,307.211,329.22,298.355,283.476,348.409,28.2421,40.5138,28.1164,205.096,193.708,221.055
N/A,ACIAD0805,lcl|CR543861.1_cds_CAG67707.1_720,125.728,162.313,133.892,90.2685,133.99,131.181,61.118,63.0887,62.4323,95.897,75.6636,100.732
N/A,ACIAD0806,lcl|CR543861.1_cds_CAG67708.1_721,118.955,125.803,113.819,120.879,122.19,129.526,67.8444,61.8956,62.9703,173.841,148.286,191.452
N/A,ACIAD0807,lcl|CR543861.1_cds_CAG67709.1_722,165.526,165.484,106.486,95.5724,96.6763,209.183,245.346,401.855,318.968,247.164,266.7,431.38
N/A,ACIAD0808,lcl|CR543861.1_cds_CAG67710.1_723,37.9354,31.6047,21.8976,34.055,27.2866,33.691,19.3685,12.908,25.4404,108.671,105.107,112.512
sbmA,ACIAD0809,lcl|CR543861.1_cds_CAG67711.1_724,117.376,137.183,104.464,73.3626,107.439,129.832,84.7591,93.5234,74.0035,147.029,129.879,134.127
N/A,ACIAD0810,lcl|CR543861.1_cds_CAG67712.1_725,161.303,94.3228,220.222,283.892,165.002,108.742,2009.33,1861.01,1558.51,424.698,376.79,403.433
N/A,ACIAD0811,lcl|CR543861.1_cds_CAG67713.1_726,81.5622,124.939,64.3933,69.109,74.6743,81.3866,120.464,140.49,136.218,116.207,107.865,111.5
N/A,ACIAD0812,lcl|CR543861.1_cds_CAG67714.1_727,35.4072,48.4738,27.3613,21.414,41.8536,24.6091,22.6148,23.0787,34.663,45.9724,44.125,51.9831
N/A,ACIAD0813,lcl|CR543861.1_cds_CAG67715.1_728,38.6652,42.8647,31.7875,31.6458,37.8794,35.4964,10.6864,8.89843,20.9547,27.6148,34.8071,34.0232
N/A,ACIAD0814,lcl|CR543861.1_cds_CAG67716.1_729,14.0623,26.0703,20.7284,22.4149,26.3552,32.1704,17.2592,32.7041,23.0868,73.2574,69.8453,68.2243
N/A,ACIAD0815,lcl|CR543861.1_cds_CAG67717.1_730,70.1058,70.5566,70.2844,58.5462,52.0399,64.4917,255.133,270.76,274.628,186.886,201.259,143.545
N/A,ACIAD0816,lcl|CR543861.1_cds_CAG67718.1_731,85.881,102.947,78.893,76.5642,73.4774,66.7788,98.129,99.0113,109.515,179.063,191.717,160.604
N/A,ACIAD0817,lcl|CR543861.1_cds_CAG67719.1_732,0.0,51.9268,88.0542,0.0,0.0,62.6847,171.522,60.9918,0.0,103.79,90.1795,83.3985
N/A,ACIAD0818,lcl|CR543861.1_cds_CAG67720.1_733,54.1968,79.0098,71.9389,36.6809,36.8196,66.0233,62.3417,52.9875,89.0602,165.852,165.137,142.128
N/A,ACIAD0819,lcl|CR543861.1_cds_CAG67721.1_734,331.939,306.888,251.974,270.426,328.174,351.442,1217.32,998.215,1002.18,561.338,558.741,542.161
N/A,ACIAD0820,lcl|CR543861.1_cds_CAG67722.1_735,140.249,216.24,180.721,135.644,177.717,320.382,147.469,160.448,113.768,230.174,243.069,320.265
N/A,ACIAD0821,lcl|CR543861.1_cds_CAG67723.1_736,618.6,834.458,728.495,348.496,571.709,1230.81,851.274,657.649,544.819,416.856,332.008,524.282
gatB,ACIAD0822,lcl|CR543861.1_cds_CAG67724.1_737,270.756,294.889,265.662,242.614,257.746,208.449,85.4542,80.0842,58.9749,96.9487,89.2706,82.737
gatA,ACIAD0823,lcl|CR543861.1_cds_CAG67725.1_738,127.219,115.87,119.986,205.918,113.806,96.9857,7.09566,11.3707,4.04843,57.4431,48.489,42.302
gatC,ACIAD0824,lcl|CR543861.1_cds_CAG67726.1_739,275.131,268.529,399.395,441.482,210.545,344.609,22.0138,42.8391,34.2249,165.796,191.446,156.953
mreB,ACIAD0825,lcl|CR543861.1_cds_CAG67727.1_740,546.099,419.046,504.765,593.88,458.176,614.045,87.4602,84.9577,90.8774,256.073,231.508,313.234
mreC,ACIAD0826,lcl|CR543861.1_cds_CAG67728.1_741,400.848,350.141,303.252,302.256,350.386,338.934,61.784,44.7754,38.2212,123.494,122.215,162.849
mreD,ACIAD0828,lcl|CR543861.1_cds_CAG67729.1_742,322.865,242.907,195.064,192.673,274.937,290.225,113.536,118.209,112.363,50.2126,58.2919,58.3412
N/A,ACIAD0829,lcl|CR543861.1_cds_CAG67730.1_743,95.2799,137.586,85.9201,89.5704,102.267,77.3308,112.283,75.8136,122.344,34.7514,40.1512,46.1381
cafA,ACIAD0830,lcl|CR543861.1_cds_CAG67731.1_744,133.632,142.191,121.865,120.31,127.741,128.507,35.8026,32.3378,35.4082,52.9971,51.3231,53.0353
N/A,ACIAD0831,lcl|CR543861.1_cds_CAG67732.1_745,422.105,315.092,437.92,684.901,511.206,386.176,6179.92,5520.17,4590.43,1607.49,2018.92,2515.9
wax-dgaT,ACIAD0832,lcl|CR543861.1_cds_CAG67733.1_746,65.8682,81.3955,68.7787,87.6384,78.4434,62.0492,62.4622,66.0787,90.6732,86.7878,94.8822,84.6515
N/A,ACIAD0833,lcl|CR543861.1_cds_CAG67734.1_747,218.202,159.01,257.957,245.77,177.843,248.078,102.578,69.0026,105.476,110.327,120.871,108.219
N/A,ACIAD0834,lcl|CR543861.1_cds_CAG67735.1_748,85.9114,123.135,168.928,167.808,113.629,182.913,25.3437,26.6018,31.0394,100.155,101.203,127.792
N/A,ACIAD0835,lcl|CR543861.1_cds_CAG67736.1_749,83.3235,85.0489,90.2415,77.402,89.6335,88.3486,554.941,618.59,821.199,1223.2,1408.4,1033.61
N/A,ACIAD0836,lcl|CR543861.1_cds_CAG67737.1_750,0.0,13.1854,0.0,0.0,26.1763,0.0,0.0,0.0,0.0,0.0,0.0,5.75386
dusC,ACIAD0837,lcl|CR543861.1_cds_CAG67738.1_751,47.9869,39.5351,43.1943,59.7123,36.5189,37.6416,10.5628,8.7955,25.3135,23.6486,20.2348,40.0179
N/A,ACIAD0838,lcl|CR543861.1_cds_CAG67739.1_752,107.94,119.185,73.2854,76.0641,99.0783,82.7114,59.1394,75.2187,82.0773,82.1616,80.714,87.2896
ffh,ACIAD0839,lcl|CR543861.1_cds_CAG67740.1_753,192.996,165.355,218.079,228.164,171.941,243.076,86.8127,107.705,83.809,177.25,175.574,205.539
coaX,ACIAD0840,lcl|CR543861.1_cds_CAG67741.1_754,58.9925,47.5444,44.3622,49.9299,44.6477,43.0699,12.2048,9.48733,21.7576,40.8535,34.2604,39.0914
N/A,ACIAD0841,lcl|CR543861.1_cds_CAG67742.1_755,64.0294,82.261,70.7714,83.9431,78.8748,64.0661,21.2706,20.2916,47.2582,66.1736,62.4744,61.7763
N/A,ACIAD0842,lcl|CR543861.1_cds_CAG67743.1_756,83.3177,82.2479,88.1411,61.4173,79.135,78.3457,48.8337,40.0657,57.9885,127.159,116.736,111.133
N/A,ACIAD0843,lcl|CR543861.1_cds_CAG67744.1_757,0.0,51.9268,0.0,0.0,108.671,62.6847,57.1741,60.9918,172.494,94.3542,150.299,128.889
N/A,ACIAD0844,lcl|CR543861.1_cds_CAG67745.1_758,42.7444,60.0798,50.0363,42.0907,46.644,51.0905,84.8928,96.5156,77.8577,63.3945,71.5495,52.9737
N/A,ACIAD0846,lcl|CR543861.1_cds_CAG67746.1_759,78.0799,73.9551,61.697,63.5348,75.9371,70.707,31.0144,38.6296,34.1024,47.1397,48.2519,49.7266
N/A,ACIAD0847,lcl|CR543861.1_cds_CAG67747.1_760,246.793,257.596,217.589,229.758,218.098,238.232,158.344,227.82,197.908,342.854,362.225,356.057
ligA,ACIAD0848,lcl|CR543861.1_cds_CAG67748.1_761,88.8441,85.6656,72.0829,84.6517,89.376,85.2687,28.7985,21.1569,19.0318,49.8874,42.8892,57.4398
N/A,ACIAD0849,lcl|CR543861.1_cds_CAG67749.1_762,70.4634,56.4182,59.7755,78.5143,63.6702,72.1368,28.6684,31.8984,49.6433,97.5546,87.207,97.5465
N/A,ACIAD0850,lcl|CR543861.1_cds_CAG67750.1_763,21.5984,26.5319,12.2545,10.5538,22.3347,19.3959,27.8661,12.9999,8.54112,50.4431,51.0464,51.23
N/A,ACIAD0851,lcl|CR543861.1_cds_CAG67751.1_764,130.057,154.996,149.346,71.1396,89.7376,195.117,57.052,44.0985,88.8938,235.956,215.046,166.457
bfrA,ACIAD0852,lcl|CR543861.1_cds_CAG67752.1_765,1194.43,1335.39,2315.86,1812.98,1615.27,2388.87,4390.65,3620.35,3931.64,1200.1,1178.59,1288.12
N/A,ACIAD0853,lcl|CR543861.1_cds_CAG67753.1_766,76.9938,84.1435,81.2914,95.3666,98.2093,105.475,66.0716,74.7719,83.1152,99.1802,98.1092,109.1
bcp,ACIAD0854,lcl|CR543861.1_cds_CAG67754.1_767,245.89,263.196,105.389,58.046,221.629,113.143,164.41,139.749,179.363,213.81,302.497,242.178
N/A,ACIAD0855,lcl|CR543861.1_cds_CAG67755.1_768,71.248,76.8266,74.5171,47.6833,54.4292,99.9234,29.1492,20.3923,32.6524,84.2245,88.9524,116.637
